Title,Genre,Ratings,Vote_Counts,Runtime
10 Lives,family,5.9,2100,88
14 Days Love,family,6.4,12,112
1600 Meter,family,6.1,101,106
2 Steps Forward,family,6.1,101,95
200% Wolf,family,5.9,1300,98
2nd Miracle in Cell No. 7,family,7.3,359,147
"7 dney, 7 nochey",family,6.2,410,98
A Brother and 7 Siblings,family,8.5,1400,129
A Carpenter's Prayer,family,5.2,127,91
A Christmas Miracle,family,5.8,70,88
A Christmas Reunion,family,4.1,13,64
A Creature Was Stirring,family,6.1,101,91
A Day with Santa,family,6.1,101,95
A Game of Two Halves,family,7.1,25,100
A Hero's Journey: The Making of Percy Jackson and the Olympians,family,7.4,255,95
A Holiday for Harmony,family,3.6,38,120
A House Without a Father,family,5.3,36,61
A Nashville Wish,family,5.6,101,102
A Sloth Story,family,5.6,259,90
A Sudden Case of Christmas,family,5.1,1200,91
Aamar Boss,family,8.7,537,139
Aanandhapuram Diaries,family,7.0,2900,115
Abar Amra Eksathe,family,6.1,101,95
Agrico's,family,8.8,1000,95
"Akiko, der fliegende Affe",family,5.5,33,70
Al Eid Eiden,family,5.6,13,110
Alchemist,family,6.1,101,95
Alfred and His Mischiefs,family,6.1,101,99
Alive & Free,family,6.1,101,91
Amaltash,family,8.1,158,113
And the Breadwinner Is...,family,5.9,489,123
Ani-Mom,family,6.1,101,65
Animal Tales of Christmas Magic,family,6.8,52,72
Appa I Love You,family,8.2,543,145
Arne Alligator och djungelkompisarna,family,4.6,52,61
Askepote,family,3.5,87,72
Astronaut Dreams,family,6.1,101,95
Autumn and the Black Jaguar,family,5.6,1100,100
Average Joe,family,4.4,610,100
Awesomest Christmas Ever,family,6.3,25,78
Baawla,family,6.1,101,95
Baba Yaga spasaet Novyy god,family,4.4,127,99
Babah,family,6.5,191,129
Babar Barir Shompotti,family,6.1,101,95
Baby Halloween,family,6.1,101,66
Bade Ghar Ki Bahu,family,8.2,6,95
Badhai Debe Aaiba Na,family,6.1,101,95
Baii Ga,family,4.1,68,134
Bambi: A Tale of Life in the Woods,family,5.6,272,78
Bayramlik,family,4.6,68,114
BeBe Winans' We Three Kings,family,6.9,134,90
Believe in Christmas,family,6.1,863,90
Benih,family,6.1,101,95
Beyaz Zenciler: Yapim Asamasi,family,8.6,5,95
Bhabhi Ki Barat,family,6.1,101,95
Bibi Rajni,family,8.5,745,143
Big City Greens the Movie: Spacecation,family,6.2,592,83
Big World,family,7.3,1500,131
Bigfoot in Wonderland,family,6.1,101,61
Bila Esok Ibu Tiada,family,6.7,366,104
Bindu,family,6.1,101,95
Bitva pap,family,4.3,27,79
Blended Christmas,family,6.1,69,95
Bob a Bobek ve filmu: Na stope Mrkvojeda,family,7.1,34,80
Boom!,family,8.1,12,90
Borjatri,family,8.4,6,72
Boro Bhaiyer Eid Nai,family,6.1,101,95
Bouer Dosh,family,6.1,101,95
Bremenskie muzykanty,family,4.4,752,115
Brewster's Millions: Christmas,family,5.6,200,100
Brother,family,6.1,2300,140
Buffalo Kids,family,6.6,785,93
"But First, Coffee",family,6.1,101,95
Børnene fra Sølvgade,family,6.8,130,102
CBeebies Panto: Beauty and the Beast,family,7.1,18,73
Candlelight My Way,family,6.1,101,95
Captain Avispa,family,5.7,181,96
Carol,family,7.6,54,115
Chatri Bou,family,6.1,101,95
Chhota Bheem and the Curse of Damyaan,family,4.8,2300,145
Chicken Coop,family,5.8,93,98
Childhood Tales,family,7.2,29,63
Chithini,family,5.9,552,151
Chitra,family,7.6,18,125
Chitti - Potti,family,9.1,1700,150
Chosen: The Stage Play,family,6.1,101,95
Christian Growth Through Hymns,family,6.1,101,95
Christmas Carole,family,4.0,108,93
